seller_id,purchase_year,delayed_count,non_delayed_count,seller_zip_code_prefix,seller_city,seller_state
229c3efbfb0ea2058de4ccdfbc3d784a,2017,2,89,30190,belo horizonte,MG
232a6014e7b10cba61c6c2b2ea6bb4b0,2017,0,15,16500,cafelandia,SP
23613d49c3ac2bd302259e55c06c050c,2017,5,29,13660,porto ferreira,SP
23d7c96d4a1160db1c726b248601b25a,2017,3,17,13360,capivari,SP
2528513dd95219a6013d4d05176e391a,2017,4,58,6060,osasco,SP
259f7b5e6e482c230e5bfaa670b6bb8f,2017,1,56,8550,poa,SP
25c5c91f63607446a97b143d2d535d31,2017,9,109,35680,itauna,MG
25cf099de44674fde97473224f9d59ab,2017,0,20,6716,cotia,SP
25e6ffe976bd75618accfe16cefcbd0d,2017,5,73,5503,sao paulo,SP
26d8a1c7c75d513045798992ead43aa2,2017,0,13,86800,apucarana,PR
2745f798279e0ed033addcc1474776d7,2017,2,15,3106,sao paulo,SP
282f23a9769b2690c5dda22e316f9941,2017,1,34,31573,belo horizonte,MG
2a5b78b41cd05baeac8df54c6606b92c,2017,0,10,35570,formiga,MG
2a6fbeaa7ab9e5d59a35841a8da71ce4,2017,1,10,89259,jaragua do sul,SC
2a7dc43cecabf23403078e2188437d1d,2017,1,19,4142,sao paulo,SP
2b3e4a2a3ea8e01938cabda2a3e5cc79,2017,0,34,4733,sao paulo,SP
2bf6a2c1e71bbd29a4ad64e6d3c3629f,2017,1,10,28615,nova friburgo,RJ
2c9e548be18521d1c43cde1c582c6de8,2017,3,24,8752,mogi das cruzes,SP
2d50d6282f8aa2257819a77bfaa0efe0,2017,1,21,14940,ibitinga,SP
2e1c9f22be269ef4643f826c9e650a52,2017,3,76,4850,sao paulo,SP
2e90cb1677d35cfe24eef47d441b7c87,2017,4,38,2285,sao paulo,SP
3078096983cf766a32a06257648502d1,2017,1,37,13720,scao jose do rio pardo,SP
30a2f535bb48308f991d0b9ad4a8c4bb,2017,1,38,13457,santa barbara d'oeste,SP
31344c16881c08a8a72c6d2eb29918c1,2017,0,19,36500,uba,MG
318f287a62ab7ac10b703ac37435a231,2017,2,24,4773,sao paulo,SP
33576ec5412fb5905d876f12f33bfde6,2017,0,21,80040,curitiba,PR
3361277dc30b7cccdb0c286b24219756,2017,1,15,87015,maringa,PR
33ac3e28642ab8bda860a2f693000e78,2017,0,20,6717,cotia,SP
34d1ca11b242c0fee2c834ae8d788566,2017,0,26,36415,congonhas,MG
3586b8580d9c917874e053a1bb37b5ff,2017,0,22,14802,araraquara,SP
36a968b544695394e4e9d7572688598f,2017,6,81,11010,santos,SP
37515688008a7a40ac93e3b2e4ab203f,2017,16,158,17900,dracena,SP
376a891762bbdecbc02b4b6adec3fdda,2017,1,34,74323,goiania,GO
381c83fdca332ea6afd896da20bf6e4a,2017,2,18,80010,curitiba,PR
391fc6631aebcf3004804e51b40bcf1e,2017,23,241,14940,ibitinga,SP
3b15288545f8928d3e65a8f949a28291,2017,2,65,14940,ibitinga,SP
3bb548e3cb7f70f28e3f11ee9dce0e59,2017,0,25,87040,maringa,PR
3bdff180c7e1f6551a643b99c265a120,2017,1,40,4811,sao paulo,SP
3be634553519fb6536a03e1358e9fdc7,2017,0,37,8275,sao paulo,SP
3c4e0452bff7a2a788179488d3d77032,2017,1,13,83408,colombo,PR
3c7c4a49ec3c6550809089c6a2ca9370,2017,4,58,3804,sao paulo,SP
3d871de0142ce09b7081e2b9d1733cb1,2017,38,569,13232,campo limpo paulista,SP
3db66a856d18a9cba7c9241fc5221c50,2017,6,52,35430,ponte nova,MG
3df020b72d3d44b3af9d110fa3940b65,2017,4,21,15704,jales,SP
3f995f07c49d0d55a99d5c54957f7d81,2017,0,33,6853,itapecerica da serra,SP
40d54b51e962dbe09cabbcfd33298dee,2017,0,10,9230,santo andre,SP
41b39e28db005d9731d9d485a83b4c38,2017,7,138,9220,santo andre,SP
431af27f296bc6519d890aa5a05fdb11,2017,11,73,14110,ribeirao preto,SP
4371b634e0efc0e22b09b52907d9d469,2017,3,32,2028,sao paulo,SP
44073f8b7e41514de3b7815dd0237f4f,2017,4,118,71070,brasilia,DF
440dd6ab244315c632130ecfb63827b1,2017,4,54,15502,votuporanga,SP
4559697a8f7e637227c2eeaed843baff,2017,1,11,19029,presidente prudente,SP
46dc3b2cc0980fb8ec44634e21d2718e,2017,29,397,22240,rio de janeiro,RJ
48162d548f5b1b11b9d29d1e01f75a61,2017,1,44,13403,piracicaba,SP
4830e40640734fc1c52cd21127c341d4,2017,4,41,3573,sao paulo,SP
48436dade18ac8b2bce089ec2a041202,2017,8,113,27277,volta redonda,SP
4869f7a5dfa277a7dca6462dcf3b52b2,2017,42,362,14840,guariba,SP
4992e76a42cb3aad7a7047e0d3d7e729,2017,0,25,3334,sao paulo,SP
4a3ca9315b744ce9f8e9374361493884,2017,102,935,14940,ibitinga,SP
4a3ccda38b2129705f3fb522db62ca31,2017,3,28,17504,marilia,SP
4aba391bc3b88717ce08eb11e44937b2,2017,2,14,45816,arraial d'ajuda (porto seguro),BA
4b9750c8ad28220fe6702d4ecb7c898f,2017,2,19,13484,limeira,SP
4c2b230173bb36f9b240f2b8ac11786e,2017,10,137,3933,sao paulo,SP
4d6d651bd7684af3fffabd5f08d12e5a,2017,6,124,17209,jau,SP
4da0e408c99d2fdc2126dc9fce518060,2017,0,26,86300,cornelio procopio,PR
4e06067cc08b3f41d837768d392c3ee3,2017,0,13,32604,betim,MG
4e17c65a516f69d023a2ae78b84f28d6,2017,2,25,8673,suzano,SP
4e7c18b98d84e05cbae3ff0ff03846c2,2017,2,58,14882,jaboticabal,SP
4e922959ae960d389249c378d1c939f5,2017,19,241,12327,jacarei,SP
4ebdc7e6cd6102a022dadc49156d4ea8,2017,1,17,5030,sao paulo,SP
5058e8c1e82653974541e83690655b4a,2017,2,17,8583,itaquaquecetuba,SP
50c9975695009e5e6473912e83a6d1da,2017,4,29,35530,claudio,MG
522620dcb18a6b31cd7bdf73665113a9,2017,8,67,85801,cascavel,PR
527801b552d0077ffd170872eb49683b,2017,5,22,17400,garca,SP
530ec6109d11eaaf87999465c6afee01,2017,0,16,85807,cascavel,PR
53243585a1d6dc2643021fd1853d8905,2017,8,230,42738,lauro de freitas,BA
537eb890efff034a88679788b647c564,2017,1,52,20270,rio de janeiro,RJ
53e4c6e0f4312d4d2107a8c9cddf45cd,2017,11,207,13920,pedreira,SP
54965bbe3e4f07ae045b90b0b8541f52,2017,22,23,85851,foz do iguacu,PR
54a1852d1b8f10312c55e906355666ee,2017,4,77,13456,santa barbara d'oeste,SP
55d3daac7c404d59e51c2aa2f4dc5a23,2017,0,10,2150,sao paulo,SP
5656537e588803a555b8eb41f07a944b,2017,1,41,72015,brasilia,DF
56642bcb79900e777d68e91915cb4267,2017,1,28,3701,sao paulo,SP
57c764b4a836300be881e2ff86e449f9,2017,1,15,14021,ribeirao preto,SP
57e632711dec9ec14ca7546769483e7e,2017,0,37,88372,navegantes,SC
582d4f8675b945722eda7c0cb61ba4c7,2017,1,34,11250,bertioga,SP
59b22a78efb79a4797979612b885db36,2017,5,47,38414,uberlandia,MG
59fb871bf6f4522a87ba567b42dafecf,2017,5,101,3655,sao paulo,SP
5a8e7d5003a1f221f9e1d6e411de7c23,2017,4,73,13076,campinas,SP
5a93f3ab0ef4c84ed5e1b5dbf23978bc,2017,0,24,12250,monteiro lobato,SP
5b67882648febfb6e1225e6ad7164f6b,2017,0,14,87502,umuarama,PR
5b8154610ebb21fb90eb587365e673df,2017,0,14,12246,sao jose dos campos,SP
5b925e1d006e9476d738aa200751b73b,2017,0,26,4567,sao paulo,SP
5c6d4016c2a288f074fa0848a2b653d2,2017,0,10,1209,sao paulo,SP
5cbbd5a299cab112b7bf23862255e43e,2017,0,10,83324,pinhais,PR
5cf13accae3222c70a9cac40818ae839,2017,1,45,38700,patos de minas,MG
5d0363b33554b373851fc1622e4d5f3c,2017,0,12,12952,atibaia,SP
5d3bb11474a06bdc23fb9e89f1164ee0,2017,0,14,19804,assis,SP
5dceca129747e92ff8ef7a997dc4f8ca,2017,14,223,13450,santa barbara d´oeste,SP
5debea795b07621e1f90532e18f96145,2017,0,11,86800,apucarana,PR
5f1dc28029d2c244352a68107ec2b542,2017,4,35,5126,sao paulo,SP
5f2684dab12e59f83bef73ae57724e45,2017,3,43,5125,sao paulo,SP
602044f2c16190c2c6e45eb35c2e21cb,2017,0,14,14940,ibitinga,SP
6039e27294dc75811c0d8a39069f52c0,2017,3,22,6162,osasco,SP
620c87c171fb2a6dd6e8bb4dec959fc6,2017,18,319,25645,petropolis,RJ
624f4ece8da4aafb77699233d480f8ef,2017,1,19,5138,sao paulo,SP
6288c69c4ce638e59925e59193f98b16,2017,0,10,9010,santo andre,SP
634964b17796e64304cadf1ad3050fb7,2017,2,22,21840,rio de janeiro,RJ
643214e62b870443ccbe55ab29a4dccf,2017,0,17,2134,sao paulo,SP
6560211a19b47992c3666cc44a7e94c0,2017,46,777,5849,sao paulo,SP
66922902710d126a0e7d26b0e3805106,2017,4,57,31842,belo horizonte,MG
669ae81880e08f269a64487cfb287169,2017,4,96,89160,rio do sul,SC
66dc1b1632bd6a3e508510c5b3492107,2017,0,11,17210,jau,SP
670c26e0f1bf8d0576271d5cfaec6d2b,2017,1,12,87025,maringa,PR
6a0cbc8af2e8abd1bdfb777943d174c6,2017,3,20,14312,batatais,SP
6a8b085f816a1f75f92dbac6eb545f8f,2017,3,43,14709,bebedouro,SP
6b243f80ed07b10f0e8aa0f21a205f3c,2017,1,21,81825,curitiba,PR
6c177e38df6d3f34182b1f1d427231bf,2017,2,40,80430,curitiba,PR
6c7d50c24b3ccd2fd83b44d8bb34e073,2017,1,70,19025,presidente prudente,SP
6cd68b3ed6d59aaa9fece558ad360c0a,2017,2,110,31255,belo horizonte,MG
6d66611d7c44cc30ce351abc49a68421,2017,2,67,4378,sao paulo,SP
6d803cb79cc31c41c4c789a75933b3c7,2017,1,23,14600,sao joaquim da barra,SP
6ec1a01e866584bb679eb9b098345919,2017,4,12,11040,santos,SP
6edacfd9f9074789dad6d62ba7950b9c,2017,4,136,7135,guarulhos,SP
6fc26fe110feebd80a433e1f012a84f9,2017,1,20,15601,fernandopolis,SP
6fd52c528dcb38be2eea044946b811f8,2017,0,33,8180,sao paulo,SP
7008613ea464bad5cb9b83456e1e6a8f,2017,3,78,89460,canoinhas,SC
7040e82f899a04d1b434b795a43b4617,2017,10,76,1026,sao paulo,SP
709e16e2b25c7474d980076c6bfc4806,2017,0,13,16200,birigui,SP
70a12e78e608ac31179aea7f8422044b,2017,17,200,12327,jacarei,SP
70eea00b476a314817cefde4aad4f89a,2017,4,39,13250,itatiba,SP
71039d19d4303bf9054d69e9a9236699,2017,2,17,3018,sao paulo,SP
710e3548e02bc1d2831dfc4f1b5b14d4,2017,5,57,86600,rolandia,PR
712e6ed8aa4aa1fa65dab41fed5737e4,2017,14,37,89560,videira,SC
7142540dd4c91e2237acb7e911c4eba2,2017,9,143,16301,penapolis,SP
715bbd5ba4e6b74cb0d2f29eb45058b0,2017,0,13,13930,serra negra,SP
7178f9f4dd81dcef02f62acdf8151e01,2017,5,126,89560,videira,SC
7202e2ba20579a9bd1acb29e61fe71f6,2017,0,17,14401,franca,SP
725c32fa80c2faacc4fc88450d27314e,2017,1,67,3320,sao paulo,SP
7299e27ed73d2ad986de7f7c77d919fa,2017,7,195,38440,araguari,MG
729f06993dac8e860d4f02d7088ca48a,2017,1,46,13481,limeira,SP
73a63f72308aa20a46f4b1632018f196,2017,0,12,82510,curitiba,PR
744dac408745240a2c2528fb1b6028f3,2017,0,49,83408,colombo,PR
751bdc4d83a466c7206cd42e8f426b03,2017,1,22,9405,ribeirao pires,SP
76d5af76d0271110f9af36c92573f765,2017,9,66,3194,sao paulo,SP
76d64c4aca3a7baf218bf93ef7fa768d,2017,2,24,80215,curitiba,PR
7722b1df1b0e383e000397b2c11e3e19,2017,3,89,9715,sao bernardo do campo,SP
77530e9772f57a62c906e1c21538ab82,2017,21,110,80310,curitiba,PR
7901646fdd36a55f564ffaf2dbccaaf7,2017,0,11,20021,rio de janeiro,RJ
79ebd9a61bac3eaf882805ed4ecfa12a,2017,1,23,85802,cascavel,PR
7a241947449cc45dbfda4f9d0798d9d0,2017,4,25,37590,jacutinga,MG
7a67c85e85bb2ce8582c35f2203ad736,2017,31,737,3426,sao paulo,SP
7b07b3c7487f0ea825fc6df75abd658b,2017,2,59,2016,sao paulo,SP
7c67e1448b00f6e969d365cea6b010ab,2017,55,438,8577,itaquaquecetuba,SP
7d76b645482be4a332374e8223836592,2017,11,79,1511,sao paulo,SP
7dc8c42cc750eeafea6c85712ffee9bf,2017,1,18,5424,sao paulo,SP
7ddcbb64b5bc1ef36ca8c151f6ec77df,2017,18,214,4403,sao paulo,SP
7e1fb0a3ebfb01ffb3a7dae98bf3238d,2017,7,60,14403,franca,SP
7e3f87d16fb353f408d467e74fbd8014,2017,3,25,4809,sao paulo,SP
7e93a43ef30c4f03f38b393420bc753a,2017,16,248,6429,barueri,SP
7ea5bfa6c340f58f8e71fc1f0412b0d6,2017,2,14,30180,belo horizonte,MG
80e6699fe29150b372a0c8a1ebf7dcc8,2017,3,71,83323,pinhais,PR
813348c996469b40f2e028d5429d3495,2017,9,136,13206,jundiai,SP
8160255418d5aaa7dbdc9f4c64ebda44,2017,32,69,14940,ibitinga,SP
81a1104df0f08b59c68aa5b03cfe398e,2017,1,30,83020,sao jose dos pinhais,PR
822166ed1e47908f7cfb49946d03c726,2017,0,40,25803,tres rios,RJ
834f8533b2ecb6598dd004ff3de7203a,2017,2,17,5181,sao paulo,SP
83deb69e889cf80f82be1dc6d5f2d486,2017,1,11,88056,florianopolis,SC
8444e55c1f13cd5c179851e5ca5ebd00,2017,5,61,37584,congonhal,MG
850f4f8af5ea87287ac68de36e29107f,2017,6,117,4367,sao paulo,SP
855668e0971d4dfd7bef1b6a4133b41b,2017,22,159,13257,itatiba,SP
8581055ce74af1daba164fdbd55a40de,2017,20,245,7112,guarulhos,SP
85d9eb9ddc5d00ca9336a2219c97bb13,2017,7,274,31255,belo horizonte,MG
8648b1e89e9b349e32d3741b30ec737e,2017,1,13,12308,jacarei,SP
86ccac0b835037332a596a33b6949ee1,2017,3,138,89041,blumenau,SC
870d0118f7a9d85960f29ad89d5d989a,2017,2,29,37708,pocos de caldas,MG
87142160b41353c4e5fca2360caf6f92,2017,7,194,90230,porto alegre,RS
88460e8ebdecbfecb5f9601833981930,2017,3,10,87030,maringa,PR
891071be6ba827b591264c90c2ae8a63,2017,8,31,3872,sao paulo,SP
8931a84a914b3fe9b1ddaa4d704947ca,2017,1,17,8410,sao paulo,SP
897060da8b9a21f655304d50fd935913,2017,12,161,14092,ribeirao preto,SP
8ae520247981aa06bc94abddf5f46d34,2017,0,15,88370,navegantes,SC
8b28d096634035667e8263d57ba3368c,2017,5,89,12243,sao jose dos campos,SP
8b321bb669392f5163d04c59e235e066,2017,18,136,1212,sao paulo,SP
8bb48dc19fccaa8613b6229bf7f452a2,2017,0,20,19803,assis,SP
8bd0f31cf0a614c658f6763bd02dea69,2017,1,20,1222,sao paulo,SP
8c16d1f32a54d92897cc437244442e1b,2017,1,49,89023,blumenau,SC
8cbac7e12637ed9cffa18c7875207478,2017,0,38,89254,jaragua do sul,SC
8f119a0aee85c0c8fc534629734e94fd,2017,2,46,6440,barueri,SP
8f2ce03f928b567e3d56181ae20ae952,2017,6,41,5141,pirituba,SP
900ba814c251a692506d7834c1218441,2017,6,26,13328,salto,SP
903037660cf848a717166eb7a06d616e,2017,2,15,5734,sao paulo,SP
92eb0f42c21942b6552362b9b114707d,2017,6,160,3504,sao paulo,SP
955fee9216a65b617aa5c0531780ce60,2017,9,169,4782,sao paulo,SP
95e03ca3d4146e4011985981aeb959b9,2017,4,109,21210,rio de janeiro,RJ
9616352088dcf83a7c06637f4ebf1c80,2017,0,80,87504,umuarama,PR
9646c3513289980f17226a2fc4720dbd,2017,2,58,12215,sao jose dos campos,SP
96493fab2fbb13a14d0c0e8772eef5c3,2017,2,41,5537,sao paulo,SP
9674754b5a0cb32b638cec001178f799,2017,0,50,4438,sao paulo,SP
96804ea39d96eb908e7c3afdb671bb9e,2017,1,25,38950,ibia,MG
972d0f9cf61b499a4812cf0bfa3ad3c4,2017,2,16,88359,brusque,SC
98dac6635aee4995d501a3972e047414,2017,6,34,2030,sao paulo,SP
994f04b3718c2bab35c2adfa8afecd2a,2017,1,14,13912,jaguariuna,SP
9add47bf45ce8e8c7db6b9cf670b1e09,2017,1,25,83830,fazenda rio grande,PR
9b00ed88b7fdb95d6ff76e27c1b52d16,2017,2,22,8215,sao paulo,SP
9b013e03b2ab786505a1d3b5c0756754,2017,4,28,11450,vicente de carvalho,SP
9baf5cb77970f539089d09a38bcec5c3,2017,0,17,13330,indaiatuba,SP
9c0e69c7bf2619675bbadf47b43f655a,2017,14,88,12230,sao jose dos campos,SP
9de4643a8dbde634fe55621059d92273,2017,2,59,89225,joinville,SC
9f505651f4a6abe901a56cdc21508025,2017,3,47,4102,sao paulo,SP
a1043bafd471dff536d0c462352beb48,2017,13,273,37175,ilicinea,MG
a2e874074c877c5a05abae80ad6e488f,2017,2,19,15070,sao jose do rio preto,SP
a3a38f4affed601eb87a97788c949667,2017,9,193,89204,joinville,SC
a3e9a2c700480d9bb01fba070ba80a0e,2017,4,47,14940,ibitinga,SP
a416b6a846a11724393025641d4edd5e,2017,10,72,3702,sao paulo,SP
a420f60ff1aa9acc80d0e42959f2b313,2017,0,12,5138,sao paulo,SP
a49928bcdf77c55c6d6e05e09a9b4ca5,2017,15,63,3017,sao paulo,SP
a673821011d0cec28146ea42f5ab767f,2017,8,53,3809,sao paulo,SP
a6fe7de3d16f6149ffe280349a8535a0,2017,2,20,14401,franca,SP
a938325a4b357fd23a6a4d5bb126408e,2017,0,10,26510,nilopolis,RJ
aac29b1b99776be73c3049939652091d,2017,6,58,38408,uberlandia,MG
aaed1309374718fdd995ee4c58c9dfcd,2017,3,83,89120,timbo,SC
aafe36600ce604f205b86b5084d3d767,2017,2,74,88115,sao jose,SC
aba1721a889e04decc910aa13b768ef4,2017,3,38,5729,sao paulo,SP
abcd2cb37d46c2c8fb1bf071c859fc5b,2017,0,15,78020,cuiaba,MT
abe42c5d03695b4257b5c6cbf4e6784e,2017,1,14,21235,rio de janeiro,RJ
ac3508719a1d8f5b7614b798f70af136,2017,1,70,92030,canoas,RS
aced59e9b31ef866a94f9e7f29d8d418,2017,0,36,3306,sao paulo,SP
ad420dd0c4f92f8af951ac24b86d0cf5,2017,2,15,38230,fronteira,MG
ad781527c93d00d89a11eecd9dcad7c1,2017,11,11,15015,sao jose do rio preto,SP
adbc26658d6c7b4b6219f9d934598091,2017,7,31,81770,curitiba,PR
b14db04aa7881970e83ffa9426897925,2017,7,41,18048,sorocaba,SP
b17b679f4f5ce2e03ce6968c62648246,2017,3,24,14090,ribeirao preto,SP
b1fc4f64df5a0e8b6913ab38803c57a9,2017,5,35,24440,sao goncalo,RJ
b2a6d334e2833acea353624840e25a0e,2017,0,12,4133,sao paulo,SP
b2ac621f0d0322434d04a12b078b9369,2017,0,10,80220,curitiba,PR
b2ba3715d723d245138f291a6fe42594,2017,18,192,3470,sao paulo,SP
b33e7c55446eabf8fe1a42d037ac7d6d,2017,10,69,14850,pradopolis,SP
b372ee768ed69e46ca8cdbd267aa7a38,2017,0,33,15013,sao jose do rio preto,SP
b499c00f28f4b7069ff6550af8c1348a,2017,7,39,13481,limeira,SP
b4ffb71f0cb1b1c3d63fad021ecf93e1,2017,1,63,3880,sao paulo,SP
b56906f7fd1696e043f1bcce164c487b,2017,0,16,19830,echapora,SP
b6d44737c043328708f6749c2dbe50bd,2017,0,20,9230,santo andre,SP
b76dba6c951ab00dc4edf0a1aa88037e,2017,1,108,3237,sao paulo,SP
b8bc237ba3788b23da09c0f1f3a3288c,2017,0,14,88303,itajai,SC
b92e3c8f9738272ff7c59e111e108d7c,2017,2,34,36502,uba,MG
b94cc9f10ddc85e4ba73a6f7974e7101,2017,1,22,27930,macae,RJ
bba74270a87732727b5a3b4fd9ac1c39,2017,0,17,32604,betim,MG
bbad7e518d7af88a0897397ffdca1979,2017,2,27,1512,sao paulo,SP
bccf933e006e9b94a6184af782963e77,2017,1,22,19806,assis,SP
bd0389da23d89b726abf911cccc54596,2017,2,30,71691,brasilia,DF
bd23da7354813347129d751591d1a6e2,2017,3,57,3971,sao paulo,SP
bd4889b5e9133b35b66e42a8665cea5c,2017,0,14,2963,sao paulo,SP
bd697db56ff8e7c9cd1abeb7f72029b2,2017,0,10,3533,sao paulo,SP
bfd27a966d91cfaafdb25d076585f0da,2017,4,68,13930,serra negra,SP
c003204e1ab016dfa150abc119207b24,2017,1,21,7790,cajamar,SP
c0563dd588b775f2e37747ef6ad6c92c,2017,1,16,9220,santo andre,SP
c3867b4666c7d76867627c2f7fb22e21,2017,3,140,14580,guara,SP
c3cfdc648177fdbbbb35635a37472c53,2017,4,177,80610,curitiba,PR
c68fb906c8f4b4b946d8386bfa6e5467,2017,0,28,14870,jaboticabal,SP
c6bda72e4dbf5c5866b13cb1810c6d03,2017,1,16,3087,sao paulo,SP
c826c40d7b19f62a09e2d7c5e7295ee2,2017,6,83,7133,guarulhos,SP
c8467937e403e76a8ee9f0ab13f6f5ef,2017,1,13,37704,pocos de caldas,MG
c864036feaab8c1659f65ea4faebe1da,2017,1,25,83605,campo largo,PR
c8b0e2b0a7095e5d8219575d5e7e1181,2017,2,21,8598,itaquaquecetuba,SP
